tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
love sxsw opened mention app ipad mention party settle argument parenthesis use wordnerd,ipad iphone app,2
group texting war heat fast society launch new android app update iphone app sxsw link,android app,2
far mention iphone mifi rock solid sxsw cc mention mention,iphone,2
apparently apple cornered live demo market easy look marissagoogle sxsw,,1
lovely sxsw iphone app get thanks mention awesome integration link,ipad iphone app,2
started sxsw planning last night official ipad appits solid resource still come short scheduling,ipad iphone app,2
tapworthy winning tigerblood tenet ipad design sxsw,ipad,2
sxsw day expected everyone glued iphoneipad included,iphone,2
th year downloading sxsw music torrent link free legal great music,,1
best newly added iphone app go mention awesome sxsw come one day one amazing day,ipad iphone app,2
biomimicry basis design problem solving google studying flocking swarming behavior understand collab brilliant sxsw,google,2
gg new try social rt interrupt regularly scheduled sxsw geek programming big news link google via mention,,1
piday google sxsw booth link,,1
leaving bag home today traveling light ipad hand really dont need lug around impedimenta sxsw,ipad,2
google may launching new social network called circle today sxsw link,,1
absolutely beautiful day austin sxsw mall guy track ipad,ipad,2
way sxsw mean get ipad,ipad,2
party thrown google acludont tell dad sxsw mention maggie maes w others link,,1
think effing hubby line ipad someone point towards lineup wife number sxswi sxsw,ipad,0
case fairy god mother reading mail g wish week go sxsw android dev meetup mention hilton sat pm,,1
motley fool google prepares fight facebook circle may appeared sxsw way link,,1
friend mention new iphone photosharing app he developed ck show support link sxsw,ipad iphone app,2
apparently google launch major new social network link sxsw circle,,1
actually idea sxsw could google im fine knowing,,1
anybody trouble downloading sxsw pak mention app iphone,,1
crazy apple temporary austin store post coming pic sxsw,,1
crazy much culture documented google doodle sxsw,google product service,2
ipads day geekest place world right nowyes u queue apple open hidden store link sxsw,ipad,2
bing party location last year google party irony sxsw mention six lounge w mention mention link,,1
look interesting rtmention google launch major new social network called circle possibly today link sxsw,google product service,2
look interesting good luck sxsw localmind available iphone link,ipad iphone app,2
ok got ipad cover better given ipad tool sxsw,,1
officially ipaded sxsw mention apple store sxsw w others link,,1
getting ipad sxsw mention apple store w others link,ipad,2
data iphone finally sorted next stop sxsw,iphone,2
link guy kawasaki talk enchanted sxsw know stuff book internet apple sxsw,,1
brought lunch took train sxsw last two day earned ipad frugality,,1
dropped macbook pro walking sxsw ipad sounding pretty appealing right somehow adapt overcome,ipad,2
apparently mobile sxsw go app compatible wmy iphone suggestion good mobile aps sxsw thanks,,1
st injury sxsw bicycle stupid concrete ouch link fortunately still able type iphone schedule,,1
austin pal mention lost phone please help rt mention left white iphone g cab austin sxsw internet please help,,1
new lonely planet austin city guide iphone app free sxsw march pm pst link travel austin sxsw,,1
lonely planet iphone app guide austin free week sxsw,,1
creativity prompt use google map virtually take walk used take kid see memory come courtesy mention sxsw,google product service,2
still seen two nonipad tablet sxsw thousand ipads,,1
im pretty sure panelist think quotapple drowning successquot fucking insane sxsw,apple,0
happy discovr named one top ten musthave apps ipad fight way thru queue sxsw,ipad iphone app,2
apparently sxsw apple store line minute moment,,1
apparently ipad iphone app block sxsw tweet,ipad iphone app,2
way sxsw see tonight hopefully new ipad mention san francisco international airport sfo link,ipad,2
crazy thinking upgrading iphone right sxsw,,1
display tonite link gsdm google industry party link sxsw,,1
smoked way much yesterday hahaha austin wakenbake painting android party tonight sxsw androidsxsw link,,1
stopped tron legacy lounge sxsw audio sync function extra ipad pretty cool,ipad,2
second day using apple ipad sxsw im really impressed magnetic cover pure brilliance using laptop old school,ipad,2
come party w mention google tonight sxsw link band food art ice cream nifty interactive map,,1
apparently apple set temporary ipad shop austin sxsw groan,,1
way love yall discus applebreeds midst presxsw madness,apple,2
apparently google quotad preferencesquot youll see google think youll like seenocreepy sxsw,,1
way looking spanishspeaking trend scout based austin gt link sxsw,,1
absolutely rt mention timely good schtuff google people finder japan quake link iqlab sxsw,google product service,2
true story rt mention rated amys ice cream star mention quotbest ice cream townquot link sxsw,,1
good job yall rt mention yes gowalla win best andoid app team android choice award thanks sxsw,android app,2
quottheyre line ipad thingquot overheard sxsw normalpeople link,,1
top story sxsw apple school marketing expert thousand town demonstrate social mar link sxswi,apple,2
mention yay thank pushio sxsw ipad,,1
maybe link google circle sxsw,,1
mention yep cant believe set pop store oh wait yes sxsw apple,apple,2
marisa meyer showing yelp aka google hotpot sxsw,,1
mention yes picked ipad sxsw st one,ipad,2
mention yes thats favorited want win need win doo dah doo dah pushio sxsw ipad,ipad,2
mobile mayhem rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link,,1
flying sxsw want mention free mile dm meill shoot code currently iphone,,1
google trying fill void local information hotpot biz claim provide photo info sxsw,,1
sxsw beyondwc analytics google analytics standard use,,1
dear everyone coming sxsw friendly reminder ipad come friday birthday saturday justsayin,,1
look everyone zomg mention got ipad first day sxsw link,ipad,2
mention favorite thanks coming mention getting iphone sxsw,iphone,2
know plane sxsw u become facebook friend seatmate added ipad added laptop,,1
sxsw need detail google circle whats mention mention,,1
mention bet man kindle apple sure preorder amazon sxsw,apple,2
mention check link sxsw ipad apps,,1
mention get ipad theyll know look iphone newsapps sxsw,ipad,1
mention could win sony xperia play buy later today sxsw detail android,,1
mention give away ipad yet sxsw,,1
mention going google announcement mention sxsw today would love realtime reaction circle link,,1
mention guy amp give ipad win quotmention cbs scvngr launch spy game sxsw link sxswquot,,1
mention knowthey sell apple product place sxsw sayin,,1
mention might also appreciate new iphone app tweetcaster zip feature let hide keywords hashtag incl course sxsw,ipad iphone app,2
mention realize im still padless gave away case bmm mention need win next ipad first sxsw,ipad,2
mention find mention oryou go purchase new ipad sxsw apple kiosk,,1
mention get ipad save back lugging laptop sxsw sxswmymistake,ipad,2
mention see line sxsw front apple store nothing like tech geek gathering launch day,apple,2
soooo think apple mobile store ipad sale sxsw friday mention mention mention mention,,1
much want bet apple disproportionately stocking sxsw popup store ipad influencerhipsters thank,apple,I can't tell
quotif able afford attend sxsw buy ipad today consider saving japan earthquake relief justsayinquot ff,,1
mention youll google party tonight going try make many event sxswi sxsw,,1
mention youre sure many ate drunkwalrus check quotgourdoughsquot youre sxsw google em,,1
know youve made sxsw see bunch grown men hooting getting ipad,ipad,2
essential sxsw mine pocket camera laptop ipad extra cord,ipad,2
mention iphone case rad ready stop tomorrow get sxsw zazzlesxsw sxswi link,iphone,2
sxsw iphone charger best friend,,1
quotyour mom ipad designing boomersquot sxsw mention austin convention center link,,1
quotyour mom ipadquot session yourmom sxsw,,1
quotyour mom ipadquot session sxsw mention acc ballroom b w others link,,1
mention pr guy convinced switch back iphone great sxsw coverage princess,iphone,2
cue hype rt mention interrupt regularly scheduled sxsw geek programming big news link google circle,,1
quotpapyrussort like ipadquot nice lol sxsw lavelle,ipad,2
diller say google tv quotmight run playstation xbox essentially ready todayquot sxsw diller,google product service,0
google say report launch circle social network sxsw incorrect link launch today rate,,1
apple guy screaming running line open shop austin sxsw ipad crazyco link,,1
google say future around ie location link sxsw cnn,,1
google say future location location location link sxsw cnn,,1
ive always used camera iphone bc image stabilizer mode suggestion ipad cam app w feature sxsw sxswi,ipad iphone app,2
